score,at,content,tokens,tokens_nostop,stemmed,final_text,sentiment_label,sentiment_score
1,2025 08 20 17 12 07,kurirmu selalu nganter paketku terakhir sore atau malem baru sampai padahal tiap pagi sering lewat depan rumah tapi paket dikasih diakhir dia mau selesai antar paket bahkan ada yang pulang dulu baru anter paketnya masa saya harus pesen cod dulu baru cepet dianternya ya kalo berurutan masa kurirnya pulang dulu ke rumahnya baru anterin paketnya saya tau rumahnya satu wilayah dengan saya,"['kurirmu', 'selalu', 'nganter', 'paketku', 'terakhir', 'sore', 'atau', 'malem', 'baru', 'sampai', 'padahal', 'tiap', 'pagi', 'sering', 'lewat', 'depan', 'rumah', 'tapi', 'paket', 'dikasih', 'diakhir', 'dia', 'mau', 'selesai', 'antar', 'paket', 'bahkan', 'ada', 'yang', 'pulang', 'dulu', 'baru', 'anter', 'paketnya', 'masa', 'saya', 'harus', 'pesen', 'cod', 'dulu', 'baru', 'cepet', 'dianternya', 'ya', 'kalo', 'berurutan', 'masa', 'kurirnya', 'pulang', 'dulu', 'ke', 'rumahnya', 'baru', 'anterin', 'paketnya', 'saya', 'tau', 'rumahnya', 'satu', 'wilayah', 'dengan', 'saya']","['kurirmu', 'paketku', 'malem', 'dikasih', 'diakhir', 'anter', 'paketnya', 'pesen', 'dianternya', 'berurutan', 'kurirnya', 'rumahnya', 'paketnya', 'rumahnya']","['kurir', 'paket', 'malem', 'kasih', 'akhir', 'anter', 'paket', 'sen', 'anter', 'rurut', 'kurir', 'rumah', 'paket', 'rumah']",kurir paket malem kasih akhir anter paket sen anter rurut kurir rumah paket rumah,neutral,0.9988631010055542
5,2025 08 20 14 26 07,seneng belanja di shopee bisa cod g cocok bisa balik dan uang kembali,"['seneng', 'belanja', 'di', 'shopee', 'bisa', 'cod', 'g', 'cocok', 'bisa', 'balik', 'dan', 'uang', 'kembali']","['seneng', 'belanja']","['neng', 'belanja']",neng belanja,negative,0.9983539581298828
5,2025 08 20 13 04 49,selama belanja dishopee dari awal sampai sekarang ada suka dan ada kecewanya untuk selamanya cod aja lebih mudah barang sampai langsung bayar ada barang ada uang untuk kedepannya semoga shopee lebih baik gak susah lancar,"['selama', 'belanja', 'dishopee', 'dari', 'awal', 'sampai', 'sekarang', 'ada', 'suka', 'dan', 'ada', 'kecewanya', 'untuk', 'selamanya', 'cod', 'aja', 'lebih', 'mudah', 'barang', 'sampai', 'langsung', 'bayar', 'ada', 'barang', 'ada', 'uang', 'untuk', 'kedepannya', 'semoga', 'shopee', 'lebih', 'baik', 'gak', 'susah', 'lancar']","['belanja', 'kecewanya', 'kedepannya']","['belanja', 'kecewa', 'depan']",belanja kecewa depan,negative,0.9993624091148376
5,2025 08 20 11 47 22,sangat puas cmn pembelian via cod terbatas jdi agak susah,"['sangat', 'puas', 'cmn', 'pembelian', 'via', 'cod', 'terbatas', 'jdi', 'agak', 'susah']","['pembelian', 'terbatas']","['beli', 'batas']",beli batas,neutral,0.9528807997703552
4,2025 08 20 11 38 30,sopie paling bagus di antar yg lain dg sistem cod cek dulu lbh aman dari para penjual nakal tapi masi banyak penjual nakal dg tida mencantumkan cod cek dulu soi leter kebanyakan penjual nakal mohon sopie untuk membereskanya,"['sopie', 'paling', 'bagus', 'di', 'antar', 'yg', 'lain', 'dg', 'sistem', 'cod', 'cek', 'dulu', 'lbh', 'aman', 'dari', 'para', 'penjual', 'nakal', 'tapi', 'masi', 'banyak', 'penjual', 'nakal', 'dg', 'tida', 'mencantumkan', 'cod', 'cek', 'dulu', 'soi', 'leter', 'kebanyakan', 'penjual', 'nakal', 'mohon', 'sopie', 'untuk', 'membereskanya']","['masi', 'mencantumkan', 'soi', 'kebanyakan', 'membereskanya']","['mas', 'cantum', 'soi', 'banyak', 'membereskanya']",mas cantum soi banyak membereskanya,positive,0.8979941606521606
5,2025 08 20 11 32 05,mudah bisa cod belanja di sope,"['mudah', 'bisa', 'cod', 'belanja', 'di', 'sope']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 08 20 08 36 19,cukup bagus pelayanan nya kalau memilih barang pintar kita dalam membeli lihat rantingnya lihat komentar para pembeli lihat pembayaran nya cod atau tidak gitu aja,"['cukup', 'bagus', 'pelayanan', 'nya', 'kalau', 'memilih', 'barang', 'pintar', 'kita', 'dalam', 'membeli', 'lihat', 'rantingnya', 'lihat', 'komentar', 'para', 'pembeli', 'lihat', 'pembayaran', 'nya', 'cod', 'atau', 'tidak', 'gitu', 'aja']","['pelayanan', 'memilih', 'membeli', 'rantingnya']","['layan', 'pilih', 'beli', 'ranting']",layan pilih beli ranting,positive,0.9876898527145386
5,2025 08 20 07 05 10,sesuai pesanan kadang ada yg lama ada yg cepat tergantung kota nya slalu dapat gratis ongkir dan cod,"['sesuai', 'pesanan', 'kadang', 'ada', 'yg', 'lama', 'ada', 'yg', 'cepat', 'tergantung', 'kota', 'nya', 'slalu', 'dapat', 'gratis', 'ongkir', 'dan', 'cod']",['tergantung'],['gantung'],gantung,negative,0.9796980619430542
5,2025 08 20 05 28 30,sangat membantu belanja apapun kurirnya ramah tagihan sesuai cod pelayanan toko cepet direspon terimakasih shopee,"['sangat', 'membantu', 'belanja', 'apapun', 'kurirnya', 'ramah', 'tagihan', 'sesuai', 'cod', 'pelayanan', 'toko', 'cepet', 'direspon', 'terimakasih', 'shopee']","['membantu', 'belanja', 'kurirnya', 'ramah', 'tagihan', 'pelayanan']","['bantu', 'belanja', 'kurir', 'ramah', 'tagih', 'layan']",bantu belanja kurir ramah tagih layan,positive,0.9979852437973022
5,2025 08 20 01 35 04,aku suka tapi ada kendala aku belanja gak bisa cod kemungkinan karena pernah mengembalikan barang tapi bukan karena aku itu ulah pengiriman gak di antar ke alamat langsung di kembalikan memakai foto palsu mohon sama aplikasi lazada kami harap jangan selalu percaya sama kurir kalau bisa input kurir di tempat yang sesuai disertai map demi kebaikan lazada,"['aku', 'suka', 'tapi', 'ada', 'kendala', 'aku', 'belanja', 'gak', 'bisa', 'cod', 'kemungkinan', 'karena', 'pernah', 'mengembalikan', 'barang', 'tapi', 'bukan', 'karena', 'aku', 'itu', 'ulah', 'pengiriman', 'gak', 'di', 'antar', 'ke', 'alamat', 'langsung', 'di', 'kembalikan', 'memakai', 'foto', 'palsu', 'mohon', 'sama', 'aplikasi', 'lazada', 'kami', 'harap', 'jangan', 'selalu', 'percaya', 'sama', 'kurir', 'kalau', 'bisa', 'input', 'kurir', 'di', 'tempat', 'yang', 'sesuai', 'disertai', 'map', 'demi', 'kebaikan', 'lazada']","['belanja', 'mengembalikan', 'kembalikan', 'memakai', 'disertai', 'kebaikan']","['belanja', 'kembali', 'kembali', 'pakai', 'serta', 'baik']",belanja kembali kembali pakai serta baik,positive,0.6081288456916809
5,2025 08 19 23 23 58,shopee tampil beda melayani dg baik dan konsumen merasa terlindungi dg fitur cod cek dulu,"['shopee', 'tampil', 'beda', 'melayani', 'dg', 'baik', 'dan', 'konsumen', 'merasa', 'terlindungi', 'dg', 'fitur', 'cod', 'cek', 'dulu']","['melayani', 'terlindungi']","['layan', 'lindung']",layan lindung,positive,0.9923166036605835
5,2025 08 19 22 35 00,toko online yg terpercaya amanah top dech dan kalau ada penjual yang melakukan transfer engga bs cod jangan di terima dong,"['toko', 'online', 'yg', 'terpercaya', 'amanah', 'top', 'dech', 'dan', 'kalau', 'ada', 'penjual', 'yang', 'melakukan', 'transfer', 'engga', 'bs', 'cod', 'jangan', 'di', 'terima', 'dong']",['terpercaya'],['percaya'],percaya,positive,0.9986400008201599
5,2025 08 19 20 17 34,aplikasi ini sangat aman di pakai belanja onlin menurut saya karna tersedia berbagai jenis expedisi dan bisa cod,"['aplikasi', 'ini', 'sangat', 'aman', 'di', 'pakai', 'belanja', 'onlin', 'menurut', 'saya', 'karna', 'tersedia', 'berbagai', 'jenis', 'expedisi', 'dan', 'bisa', 'cod']","['belanja', 'tersedia']","['belanja', 'sedia']",belanja sedia,positive,0.9876449704170227
5,2025 08 19 19 32 55,shopee cod memang yahuttt,"['shopee', 'cod', 'memang', 'yahuttt']",['yahuttt'],['yahuttt'],yahuttt,negative,0.9979883432388306
4,2025 08 19 18 44 15,tolong dong shopee untuk mencantumkan no hp kurirnya biar kalo ada kesalahan dalam pembayaran cod bisa dihubungi kurirnya kadang saya bayar pakai cod kembalian kurang lebih susah buat hubungin kurirnya kalau lebih mungkin saya bakal kembalikan pas ketemu lagi tapi kalau kurang udah sekian hari baru ketemu mau ngomong kan gak enak,"['tolong', 'dong', 'shopee', 'untuk', 'mencantumkan', 'no', 'hp', 'kurirnya', 'biar', 'kalo', 'ada', 'kesalahan', 'dalam', 'pembayaran', 'cod', 'bisa', 'dihubungi', 'kurirnya', 'kadang', 'saya', 'bayar', 'pakai', 'cod', 'kembalian', 'kurang', 'lebih', 'susah', 'buat', 'hubungin', 'kurirnya', 'kalau', 'lebih', 'mungkin', 'saya', 'bakal', 'kembalikan', 'pas', 'ketemu', 'lagi', 'tapi', 'kalau', 'kurang', 'udah', 'sekian', 'hari', 'baru', 'ketemu', 'mau', 'ngomong', 'kan', 'gak', 'enak']","['mencantumkan', 'kurirnya', 'kesalahan', 'dihubungi', 'kurirnya', 'kembalian', 'kurirnya', 'kembalikan']","['cantum', 'kurir', 'salah', 'hubung', 'kurir', 'kembali', 'kurir', 'kembali']",cantum kurir salah hubung kurir kembali kurir kembali,neutral,0.9988445043563843
5,2025 08 19 15 57 39,baguss dan bisa di codd,"['baguss', 'dan', 'bisa', 'di', 'codd']",['codd'],['codd'],codd,negative,0.9304047226905823
5,2025 08 19 13 39 56,shopee cod,"['shopee', 'cod']",[],[],,ERROR,0.0
2,2025 08 19 12 12 25,sering banget akun gk bisa cod padahal cuma ini tempat saya belanja online,"['sering', 'banget', 'akun', 'gk', 'bisa', 'cod', 'padahal', 'cuma', 'ini', 'tempat', 'saya', 'belanja', 'online']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
1,2025 08 19 09 54 33,apa gak ada pengarahan kepada para kurirnya paket udah dua kali cancel tanpa pemberitahuan padahal itu paket non cod paket itu kami tunggu utk penggantian part motor tapi digagalkan dua kali ama kurir tanpa konfirmasi yg jelas,"['apa', 'gak', 'ada', 'pengarahan', 'kepada', 'para', 'kurirnya', 'paket', 'udah', 'dua', 'kali', 'cancel', 'tanpa', 'pemberitahuan', 'padahal', 'itu', 'paket', 'non', 'cod', 'paket', 'itu', 'kami', 'tunggu', 'utk', 'penggantian', 'part', 'motor', 'tapi', 'digagalkan', 'dua', 'kali', 'ama', 'kurir', 'tanpa', 'konfirmasi', 'yg', 'jelas']","['pengarahan', 'kurirnya', 'penggantian', 'part', 'digagalkan', 'ama']","['arah', 'kurir', 'ganti', 'part', 'gagal', 'ama']",arah kurir ganti part gagal ama,negative,0.9983114004135132
5,2025 08 19 03 36 36,saya suka aplikasi sopee krna ongkirnya mura tapi nga bisa cod,"['saya', 'suka', 'aplikasi', 'sopee', 'krna', 'ongkirnya', 'mura', 'tapi', 'nga', 'bisa', 'cod']","['sopee', 'nga']","['sopee', 'nga']",sopee nga,negative,0.5206419825553894
5,2025 08 18 23 19 49,memberikan banyak kemudahan dan murah dengan memberikan diskon dan gratis ongkir apalagi memberikan kesempatan cod pelanggan yang mendorong utk membeli karena sebuah kepercayaan sayapun selalu beli dan beli lagi karena adanya cod karena dengan demikian pengiriman juga tidak sembarangan atau semaunya sehingga barang rusak atau tidak layak bahkan menghindarkan penipuan barang oleh seller,"['memberikan', 'banyak', 'kemudahan', 'dan', 'murah', 'dengan', 'memberikan', 'diskon', 'dan', 'gratis', 'ongkir', 'apalagi', 'memberikan', 'kesempatan', 'cod', 'pelanggan', 'yang', 'mendorong', 'utk', 'membeli', 'karena', 'sebuah', 'kepercayaan', 'sayapun', 'selalu', 'beli', 'dan', 'beli', 'lagi', 'karena', 'adanya', 'cod', 'karena', 'dengan', 'demikian', 'pengiriman', 'juga', 'tidak', 'sembarangan', 'atau', 'semaunya', 'sehingga', 'barang', 'rusak', 'atau', 'tidak', 'layak', 'bahkan', 'menghindarkan', 'penipuan', 'barang', 'oleh', 'seller']","['kemudahan', 'kesempatan', 'pelanggan', 'mendorong', 'membeli', 'kepercayaan', 'sayapun', 'sembarangan', 'menghindarkan', 'penipuan']","['mudah', 'sempat', 'langgan', 'dorong', 'beli', 'percaya', 'saya', 'sembarang', 'hindar', 'tipu']",mudah sempat langgan dorong beli percaya saya sembarang hindar tipu,positive,0.9902852177619934
5,2025 08 18 23 10 40,aplikasi penipu barang cod udh dibayar tapi barang gak dikirin smua,"['aplikasi', 'penipu', 'barang', 'cod', 'udh', 'dibayar', 'tapi', 'barang', 'gak', 'dikirin', 'smua']","['penipu', 'dibayar']","['tipu', 'bayar']",tipu bayar,positive,0.971160888671875
5,2025 08 18 20 14 31,aplikasi ini sangat memuaskan saya untuk berbelanja tapi ada yang tidak suka saya melihatnya yaitu pas ketika saya tidak ada di rumah baru paketnya datang di kembalikan laku rtur padahal saya tidak ada menyuruh kurir untuk di retur barang saya lalu saya tidak bisa cod lagi mohon jangan kaya gitulah buat pengusaha shopee terima kasih,"['aplikasi', 'ini', 'sangat', 'memuaskan', 'saya', 'untuk', 'berbelanja', 'tapi', 'ada', 'yang', 'tidak', 'suka', 'saya', 'melihatnya', 'yaitu', 'pas', 'ketika', 'saya', 'tidak', 'ada', 'di', 'rumah', 'baru', 'paketnya', 'datang', 'di', 'kembalikan', 'laku', 'rtur', 'padahal', 'saya', 'tidak', 'ada', 'menyuruh', 'kurir', 'untuk', 'di', 'retur', 'barang', 'saya', 'lalu', 'saya', 'tidak', 'bisa', 'cod', 'lagi', 'mohon', 'jangan', 'kaya', 'gitulah', 'buat', 'pengusaha', 'shopee', 'terima', 'kasih']","['memuaskan', 'berbelanja', 'paketnya', 'kembalikan', 'rtur', 'menyuruh', 'gitulah', 'pengusaha']","['muas', 'belanja', 'paket', 'kembali', 'rtur', 'suruh', 'gitulah', 'usaha']",muas belanja paket kembali rtur suruh gitulah usaha,neutral,0.585227370262146
5,2025 08 18 18 12 05,banyak cod nya,"['banyak', 'cod', 'nya']",[],[],,ERROR,0.0
5,2025 08 18 17 17 36,aplikasi yang simpel dan memudahkan dalam berbelanja akhir akhir ini sering ada paketan shoope dikirim ke rumah padahal gak ada pesan barang trus di notif aplikasiku juga gak ada pemesanan atau pengiriman barang jadinya orang rumah bingung karena posisi kita kerja ditelpon tak bilang tolak aja atau suruh balik aja apalagi cod suruh bayar padahal tiap pesen di aplikasi bayar pake transfer bank kan aneh sebenere kasihan kurirnya tapi mo gimana wong kita gak merasa pesen,"['aplikasi', 'yang', 'simpel', 'dan', 'memudahkan', 'dalam', 'berbelanja', 'akhir', 'akhir', 'ini', 'sering', 'ada', 'paketan', 'shoope', 'dikirim', 'ke', 'rumah', 'padahal', 'gak', 'ada', 'pesan', 'barang', 'trus', 'di', 'notif', 'aplikasiku', 'juga', 'gak', 'ada', 'pemesanan', 'atau', 'pengiriman', 'barang', 'jadinya', 'orang', 'rumah', 'bingung', 'karena', 'posisi', 'kita', 'kerja', 'ditelpon', 'tak', 'bilang', 'tolak', 'aja', 'atau', 'suruh', 'balik', 'aja', 'apalagi', 'cod', 'suruh', 'bayar', 'padahal', 'tiap', 'pesen', 'di', 'aplikasi', 'bayar', 'pake', 'transfer', 'bank', 'kan', 'aneh', 'sebenere', 'kasihan', 'kurirnya', 'tapi', 'mo', 'gimana', 'wong', 'kita', 'gak', 'merasa', 'pesen']","['memudahkan', 'berbelanja', 'paketan', 'dikirim', 'aplikasiku', 'pemesanan', 'ditelpon', 'pesen', 'sebenere', 'kurirnya', 'pesen']","['mudah', 'belanja', 'paket', 'kirim', 'aplikasi', 'mesan', 'telpon', 'sen', 'sebenere', 'kurir', 'sen']",mudah belanja paket kirim aplikasi mesan telpon sen sebenere kurir sen,neutral,0.9835463762283325
1,2025 08 18 14 56 35,kenapa sekarang gak bisa tf sihh gak bisa tf tapi bisa buat co mah better lahh tapi kenapa gak bisa cod cobaa masa kalo mau co harus isi dulu ribet,"['kenapa', 'sekarang', 'gak', 'bisa', 'tf', 'sihh', 'gak', 'bisa', 'tf', 'tapi', 'bisa', 'buat', 'co', 'mah', 'better', 'lahh', 'tapi', 'kenapa', 'gak', 'bisa', 'cod', 'cobaa', 'masa', 'kalo', 'mau', 'co', 'harus', 'isi', 'dulu', 'ribet']",['better'],['better'],better,positive,0.9977266192436218
5,2025 08 18 14 36 02,karena saya suka belanja cod jadi gampang kalo pake shopee makasih shopee,"['karena', 'saya', 'suka', 'belanja', 'cod', 'jadi', 'gampang', 'kalo', 'pake', 'shopee', 'makasih', 'shopee']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 08 18 13 42 03,belanja lebih mudah dan bisa cod juga,"['belanja', 'lebih', 'mudah', 'dan', 'bisa', 'cod', 'juga']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 08 18 13 12 50,kenapa ini cod kok g bisa lagi masalah e di mana,"['kenapa', 'ini', 'cod', 'kok', 'g', 'bisa', 'lagi', 'masalah', 'e', 'di', 'mana']",['e'],['e'],e,positive,0.8292175531387329
1,2025 08 18 12 15 00,kok gak bisa cod,"['kok', 'gak', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 08 18 12 13 19,halo kenapa sekarang tidak bisa cod ketika saya ingin checkout barang di toko shopee dan toko tersebut menyediakan layanan cod cek dulu tetapi saat saya checkout tidak bisa tolong segera di perbaiki siapa tau terjadi masalah pada aplikasi ini,"['halo', 'kenapa', 'sekarang', 'tidak', 'bisa', 'cod', 'ketika', 'saya', 'ingin', 'checkout', 'barang', 'di', 'toko', 'shopee', 'dan', 'toko', 'tersebut', 'menyediakan', 'layanan', 'cod', 'cek', 'dulu', 'tetapi', 'saat', 'saya', 'checkout', 'tidak', 'bisa', 'tolong', 'segera', 'di', 'perbaiki', 'siapa', 'tau', 'terjadi', 'masalah', 'pada', 'aplikasi', 'ini']","['halo', 'menyediakan']","['halo', 'sedia']",halo sedia,neutral,0.9411929249763489
3,2025 08 18 11 42 47,awal awal masii lancar lancarr aja akhir akhir ini sampai ku unistall trus instal lagi gara gara semuaa barang ga bisa di cod,"['awal', 'awal', 'masii', 'lancar', 'lancarr', 'aja', 'akhir', 'akhir', 'ini', 'sampai', 'ku', 'unistall', 'trus', 'instal', 'lagi', 'gara', 'gara', 'semuaa', 'barang', 'ga', 'bisa', 'di', 'cod']","['lancarr', 'unistall']","['lancarr', 'unistall']",lancarr unistall,positive,0.5351654291152954
1,2025 08 18 10 35 56,tolong punya saya tidak bisa cod,"['tolong', 'punya', 'saya', 'tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 08 18 09 52 18,sekarang ga bisa manfaatkan cod ya,"['sekarang', 'ga', 'bisa', 'manfaatkan', 'cod', 'ya']",['manfaatkan'],['manfaat'],manfaat,positive,0.9991270899772644
3,2025 08 18 07 53 27,hanya mau tanya shopee sekarang sudah gak bisa cod ya soalnya di aku ngga bisa beli dengan cod,"['hanya', 'mau', 'tanya', 'shopee', 'sekarang', 'sudah', 'gak', 'bisa', 'cod', 'ya', 'soalnya', 'di', 'aku', 'ngga', 'bisa', 'beli', 'dengan', 'cod']",[],[],,ERROR,0.0
3,2025 08 18 02 36 57,tolong dijawab ini kenapa yaa ga bisa di pake fitur cod padahal ga pernah nolak paket cod tapi kok ga bsa di pake fiturnya,"['tolong', 'dijawab', 'ini', 'kenapa', 'yaa', 'ga', 'bisa', 'di', 'pake', 'fitur', 'cod', 'padahal', 'ga', 'pernah', 'nolak', 'paket', 'cod', 'tapi', 'kok', 'ga', 'bsa', 'di', 'pake', 'fiturnya']",[],[],,ERROR,0.0
1,2025 08 17 23 05 39,aplikasi apaan kocak katanya kurir sedang menuju ke alamat anda telpon dari kurir ga ada tiba tiba paket anda di kembalikan ujung ujungnya ga bisa cod lagii kocakk kocakk,"['aplikasi', 'apaan', 'kocak', 'katanya', 'kurir', 'sedang', 'menuju', 'ke', 'alamat', 'anda', 'telpon', 'dari', 'kurir', 'ga', 'ada', 'tiba', 'tiba', 'paket', 'anda', 'di', 'kembalikan', 'ujung', 'ujungnya', 'ga', 'bisa', 'cod', 'lagii', 'kocakk', 'kocakk']","['kembalikan', 'ujungnya', 'lagii']","['kembali', 'ujung', 'lagi']",kembali ujung lagi,negative,0.46641799807548523
2,2025 08 17 22 08 35,bulan agustus sekarang shopee tidak bisa cod apa penyebabnya,"['bulan', 'agustus', 'sekarang', 'shopee', 'tidak', 'bisa', 'cod', 'apa', 'penyebabnya']","['agustus', 'penyebabnya']","['agustus', 'sebab']",agustus sebab,positive,0.7503417730331421
1,2025 08 17 21 53 43,untuk kawasan timur tidak bisa cod,"['untuk', 'kawasan', 'timur', 'tidak', 'bisa', 'cod']",['kawasan'],['kawasan'],kawasan,positive,0.8151523470878601
5,2025 08 17 21 13 31,bagus dan bertanggung jawab serta bisa cod,"['bagus', 'dan', 'bertanggung', 'jawab', 'serta', 'bisa', 'cod']",['bertanggung'],['tanggung'],tanggung,positive,0.9399553537368774
5,2025 08 17 18 56 20,mantap cod bayar di tempat,"['mantap', 'cod', 'bayar', 'di', 'tempat']",[],[],,ERROR,0.0
2,2025 08 17 17 19 45,knp gabisa dibuat cod,"['knp', 'gabisa', 'dibuat', 'cod']",[],[],,ERROR,0.0
5,2025 08 17 16 56 53,cod lebih di tingkatkan untuk barang mahal,"['cod', 'lebih', 'di', 'tingkatkan', 'untuk', 'barang', 'mahal']",[],[],,ERROR,0.0
2,2025 08 17 14 25 30,banyak barang yang gak bisa cod cod cek dulu,"['banyak', 'barang', 'yang', 'gak', 'bisa', 'cod', 'cod', 'cek', 'dulu']",[],[],,ERROR,0.0
5,2025 08 17 11 51 11,sangat puas dgn aplikasi ini sangat memudahkan berbelanja dan bisa cod untuk semua produk,"['sangat', 'puas', 'dgn', 'aplikasi', 'ini', 'sangat', 'memudahkan', 'berbelanja', 'dan', 'bisa', 'cod', 'untuk', 'semua', 'produk']","['memudahkan', 'berbelanja']","['mudah', 'belanja']",mudah belanja,positive,0.9950238466262817
5,2025 08 16 19 51 28,bagus si aplikasi shopee y tapi ko aneh masak gk bisa dapet cod lagi padahal aku suka cod terus kalo cod ada tulisan anda sudah melewati batas cod dan bisa y teranfer padahal kan aku gk puya atm ada y kes,"['bagus', 'si', 'aplikasi', 'shopee', 'y', 'tapi', 'ko', 'aneh', 'masak', 'gk', 'bisa', 'dapet', 'cod', 'lagi', 'padahal', 'aku', 'suka', 'cod', 'terus', 'kalo', 'cod', 'ada', 'tulisan', 'anda', 'sudah', 'melewati', 'batas', 'cod', 'dan', 'bisa', 'y', 'teranfer', 'padahal', 'kan', 'aku', 'gk', 'puya', 'atm', 'ada', 'y', 'kes']","['tulisan', 'melewati', 'teranfer', 'puya', 'atm']","['tulis', 'lewat', 'teranfer', 'puya', 'atm']",tulis lewat teranfer puya atm,neutral,0.9987635612487793
5,2025 08 16 19 08 59,kredibel untuk segala proses belanja cod tagihan cod cek dulu pilihan kurir shopee mmg top,"['kredibel', 'untuk', 'segala', 'proses', 'belanja', 'cod', 'tagihan', 'cod', 'cek', 'dulu', 'pilihan', 'kurir', 'shopee', 'mmg', 'top']","['kredibel', 'belanja', 'tagihan', 'pilihan']","['kredibel', 'belanja', 'tagih', 'pilih']",kredibel belanja tagih pilih,positive,0.865302562713623
5,2025 08 16 17 53 18,shopee sangat membantu dengan harganya yang murah dan metode pembayaran cod cod cek dulu jadi ketika memesan barang sudah tidak ragu dan pelayanannya sangat memuaskan terimksih shopee semoga kedepan lebih baik dalam pengiriman barang dan tetap jaya,"['shopee', 'sangat', 'membantu', 'dengan', 'harganya', 'yang', 'murah', 'dan', 'metode', 'pembayaran', 'cod', 'cod', 'cek', 'dulu', 'jadi', 'ketika', 'memesan', 'barang', 'sudah', 'tidak', 'ragu', 'dan', 'pelayanannya', 'sangat', 'memuaskan', 'terimksih', 'shopee', 'semoga', 'kedepan', 'lebih', 'baik', 'dalam', 'pengiriman', 'barang', 'dan', 'tetap', 'jaya']","['membantu', 'harganya', 'memesan', 'pelayanannya', 'memuaskan', 'terimksih', 'kedepan']","['bantu', 'harga', 'mes', 'layan', 'muas', 'terimksih', 'depan']",bantu harga mes layan muas terimksih depan,neutral,0.6109458208084106
